recipe_name,ingredients,preperation_steps,vegan_friendly_(yes/no),nut-free_(yes/no),non-dairy_friendly_(yes/no),vegan_substitute,dairy_substitute,nut_substitute,dietary_tags,source_url,protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class,food_name,category,protein,carbs,fat,iron,vitamin_c,unnamed:_0,fat_(g),carb._(g),fiber_(g),sodium,protein_(g),beverage_category,beverage,beverage_prep,total_fat_(g),trans_fat_(g),saturated_fat_(g),sodium_(mg),total_carbohydrates_(g),cholesterol_(mg),dietary_fibre_(g),sugars_(g),vitamin_a_(%_dv),vitamin_c_(%_dv),calcium_(%_dv),iron_(%_dv),caffeine_(mg),item_name,protein_std,carbs_std,fat_std,fiber_std,sugar_std,calories_std
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,32.0,,"Onions, green, raw",Onions,1.83,7.34,0.19,1.48,18.8,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onions, green, raw",1.83,7.34,0.19,0.0,0.0,32.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,63.0,,"Onions, green, cooked",Onions,2.09,8.37,3.21,1.69,18.2,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onions, green, cooked",2.09,8.37,3.21,0.0,0.0,63.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,50.0,,"Onions, pearl, cooked",Onions,0.7,6.49,2.59,0.33,4.9,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onions, pearl, cooked",0.7,6.49,2.59,0.0,0.0,50.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,346.0,,"Onion dip, regular","Dips, gravies, other sauces",2.15,3.92,35.77,0.1,0.9,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onion dip, regular",2.15,3.92,35.77,0.0,0.0,346.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,166.0,,"Onion dip, light","Dips, gravies, other sauces",2.0,11.87,12.36,0.1,0.9,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onion dip, light",2.0,11.87,12.36,0.0,0.0,166.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,262.0,,"Bread, onion, toasted",Yeast breads,9.68,48.7,3.24,3.41,0.8,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Bread, onion, toasted",9.68,48.7,3.24,0.0,0.0,262.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,385.0,,"DENNY'S, onion rings",Restaurant Foods,5.29,41.0,22.2,0.74,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"DENNY'S, onion rings",5.29,41.0,22.2,0.0,0.0,385.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,352.0,,Fried onion rings,Fried vegetables,4.19,39.94,19.82,0.96,1.5,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Fried onion rings,4.19,39.94,19.82,0.0,0.0,352.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,499.0,,Onion flavored rings,"Tortilla, corn, other chips",7.7,65.1,22.6,3.72,1.8,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Onion flavored rings,7.7,65.1,22.6,0.0,0.0,499.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,47.0,,"Onions, cooked, as ingredient",Not included in a food category,1.29,10.99,0.12,0.25,7.4,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onions, cooked, as ingredient",1.29,10.99,0.12,0.0,0.0,47.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,349.0,,"Onions, dehydrated flakes",Vegetables and Vegetable Products,8.95,83.3,0.46,1.55,75.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onions, dehydrated flakes",8.95,83.3,0.46,0.0,0.0,349.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,38.0,,"Onions, for use on a sandwich",Vegetables on a sandwich,0.86,8.46,0.08,0.24,8.2,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onions, for use on a sandwich",0.86,8.46,0.08,0.0,0.0,38.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,44.0,,"Onions, red, raw",Vegetables and Vegetable Products,0.94,9.93,0.1,0.24,8.1,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onions, red, raw",0.94,9.93,0.1,0.0,0.0,44.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,32.0,,"Onions, sweet, raw",Vegetables and Vegetable Products,0.8,7.55,0.08,0.26,4.8,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onions, sweet, raw",0.8,7.55,0.08,0.0,0.0,32.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,142.0,,"Onions, welsh, raw",Vegetables and Vegetable Products,1.9,6.5,0.4,1.22,27.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onions, welsh, raw",1.9,6.5,0.4,0.0,0.0,142.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,35.0,,"Onions, white, raw",Vegetables and Vegetable Products,0.89,7.68,0.13,0.15,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onions, white, raw",0.89,7.68,0.13,0.0,0.0,35.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,38.0,,"Onions, yellow, raw",Vegetables and Vegetable Products,0.83,8.61,0.05,0.28,8.2,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Onions, yellow, raw",0.83,8.61,0.05,0.0,0.0,38.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,683.0,,Garlic sauce,"Dips, gravies, other sauces",1.43,2.87,74.02,0.22,1.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,Garlic sauce,1.43,2.87,74.02,0.0,0.0,683.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,142.0,,"Garlic, cooked",Mustard and other condiments,6.58,28.03,0.38,1.69,8.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Garlic, cooked",6.58,28.03,0.38,0.0,0.0,142.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,143.0,,"Garlic, raw",Mustard and other condiments,6.62,28.2,0.38,1.7,10.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Garlic, raw",6.62,28.2,0.38,0.0,0.0,143.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,309.0,,"Roll, garlic",Rolls and buns,10.84,51.92,6.44,3.71,0.2,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Roll, garlic",10.84,51.92,6.44,0.0,0.0,309.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1460.0,,"Garlic bread, frozen",Baked Products,8.36,41.7,16.6,3.05,0.2,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Garlic bread, frozen",8.36,41.7,16.6,0.0,0.0,1460.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,349.0,,"Garlic bread, NFS",Yeast breads,8.34,41.64,16.58,3.04,0.2,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Garlic bread, NFS",8.34,41.64,16.58,0.0,0.0,349.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,350.0,,"Garlic bread, from frozen",Yeast breads,8.36,41.72,16.61,3.05,0.2,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Garlic bread, from frozen",8.36,41.72,16.61,0.0,0.0,350.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1430.0,,"PIZZA HUT, breadstick, parmesan garlic",Fast Foods,12.2,44.5,12.9,4.65,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"PIZZA HUT, breadstick, parmesan garlic",12.2,44.5,12.9,0.0,0.0,1430.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,349.0,,"Garlic bread, from fast food / restaurant",Yeast breads,8.34,41.64,16.58,3.04,0.2,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Garlic bread, from fast food / restaurant",8.34,41.64,16.58,0.0,0.0,349.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,343.0,,"Garlic bread, with melted cheese, from frozen",Yeast breads,10.36,36.86,17.1,2.68,0.2,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Garlic bread, with melted cheese, from frozen",10.36,36.86,17.1,0.0,0.0,343.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,351.0,,"Garlic bread, with parmesan cheese, from frozen",Yeast breads,8.78,41.14,16.83,3.0,0.2,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Garlic bread, with parmesan cheese, from frozen",8.78,41.14,16.83,0.0,0.0,351.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,281.0,,"Shrimp in garlic sauce, Puerto Rican style",Seafood mixed dishes,11.56,2.45,24.96,0.41,12.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Shrimp in garlic sauce, Puerto Rican style",11.56,2.45,24.96,0.0,0.0,281.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,351.0,,"Garlic bread, with parmesan cheese, from fast food / restaurant",Yeast breads,8.76,41.06,16.8,2.99,0.2,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Garlic bread, with parmesan cheese, from fast food / restaurant",8.76,41.06,16.8,0.0,0.0,351.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,339.0,,"Garlic bread, with melted cheese, from fast food / restaurant",Yeast breads,11.41,34.21,17.34,2.48,0.2,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Garlic bread, with melted cheese, from fast food / restaurant",11.41,34.21,17.34,0.0,0.0,339.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,1430.0,,"Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",Fast Foods,12.2,44.5,12.9,4.65,0.0,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",12.2,44.5,12.9,0.0,0.0,1430.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,492.0,,"HORMEL ALWAYS TENDER, Pork Loin Filets, Lemon Garlic-Flavored",Pork Products,17.8,1.79,4.16,0.6,1.7,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"HORMEL ALWAYS TENDER, Pork Loin Filets, Lemon Garlic-Flavored",17.8,1.79,4.16,0.0,0.0,492.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,290.0,,"Abiyuch, raw",Fruits and Fruit Juices,1.5,17.6,0.1,1.61,54.1,,,,,,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,"Abiyuch, raw",1.5,17.6,0.1,0.0,0.0,290.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,3,,,,,0.0,0.0,0.0,0.0,,,,,,0.3,Coffee,Brewed Coffee,Short,0.1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0%,0%,0%,0%,175,Brewed Coffee,0.3,5.0,0.1,0.0,0.0,3.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,4,,,,,0.0,0.0,0.0,0.0,,,,,,0.5,Coffee,Brewed Coffee,Tall,0.1,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0%,0%,0%,0%,260,Brewed Coffee,0.5,10.0,0.1,0.0,0.0,4.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5,,,,,0.0,0.0,0.0,0.0,,,,,,1.0,Coffee,Brewed Coffee,Grande,0.1,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0%,0%,0%,0%,330,Brewed Coffee,1.0,10.0,0.1,0.0,0.0,5.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5,,,,,0.0,0.0,0.0,0.0,,,,,,1.0,Coffee,Brewed Coffee,Venti,0.1,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0%,0%,2%,0%,410,Brewed Coffee,1.0,10.0,0.1,0.0,0.0,5.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,70,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Classic Espresso Drinks,Caffè Latte,Short Nonfat Milk,0.1,0.1,0.0,5.0,75.0,10.0,0.0,9.0,10%,0%,20%,0%,75,Caffè Latte,6.0,75.0,0.1,0.0,9.0,70.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Classic Espresso Drinks,Caffè Latte,2% Milk,3.5,2.0,0.1,15.0,85.0,10.0,0.0,9.0,10%,0%,20%,0%,75,Caffè Latte,6.0,85.0,3.5,0.0,9.0,100.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,70,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Classic Espresso Drinks,Caffè Latte,Soymilk,2.5,0.4,0.0,0.0,65.0,6.0,1.0,4.0,6%,0%,20%,8%,75,Caffè Latte,5.0,65.0,2.5,1.0,4.0,70.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Classic Espresso Drinks,Caffè Latte,Tall Nonfat Milk,0.2,0.2,0.0,5.0,120.0,15.0,0.0,14.0,15%,0%,30%,0%,75,Caffè Latte,10.0,120.0,0.2,0.0,14.0,100.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,150,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Classic Espresso Drinks,Caffè Latte,2% Milk,6,3.0,0.2,25.0,135.0,15.0,0.0,14.0,15%,0%,30%,0%,75,Caffè Latte,10.0,135.0,6.0,0.0,14.0,150.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,110,,,,,0.0,0.0,0.0,0.0,,,,,,8.0,Classic Espresso Drinks,Caffè Latte,Soymilk,4.5,0.5,0.0,0.0,105.0,10.0,1.0,6.0,10%,0%,30%,15%,75,Caffè Latte,8.0,105.0,4.5,1.0,6.0,110.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,130,,,,,0.0,0.0,0.0,0.0,,,,,,13.0,Classic Espresso Drinks,Caffè Latte,Grande Nonfat Milk,0.3,0.2,0.0,5.0,150.0,19.0,0.0,18.0,20%,0%,40%,0%,150,Caffè Latte,13.0,150.0,0.3,0.0,18.0,130.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,190,,,,,0.0,0.0,0.0,0.0,,,,,,12.0,Classic Espresso Drinks,Caffè Latte,2% Milk,7,3.5,0.2,30.0,170.0,19.0,0.0,17.0,20%,2%,40%,0%,150,Caffè Latte,12.0,170.0,7.0,0.0,17.0,190.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,150,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Classic Espresso Drinks,Caffè Latte,Soymilk,5,0.5,0.0,0.0,130.0,13.0,1.0,8.0,15%,0%,40%,15%,150,Caffè Latte,10.0,130.0,5.0,1.0,8.0,150.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,170,,,,,0.0,0.0,0.0,0.0,,,,,,16.0,Classic Espresso Drinks,Caffè Latte,Venti Nonfat Milk,0.4,0.3,0.0,10.0,190.0,25.0,0.0,23.0,30%,0%,50%,0%,150,Caffè Latte,16.0,190.0,0.4,0.0,23.0,170.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,240,,,,,0.0,0.0,0.0,0.0,,,,,,16.0,Classic Espresso Drinks,Caffè Latte,2% Milk,9,4.5,0.3,35.0,220.0,24.0,0.0,22.0,25%,2%,50%,0%,150,Caffè Latte,16.0,220.0,9.0,0.0,22.0,240.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,190,,,,,0.0,0.0,0.0,0.0,,,,,,13.0,Classic Espresso Drinks,Caffè Latte,Soymilk,7,1.0,0.0,0.0,170.0,16.0,2.0,11.0,20%,0%,50%,25%,150,Caffè Latte,13.0,170.0,7.0,2.0,11.0,190.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,110,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Short Nonfat Milk,1.5,1.0,0.0,5.0,60.0,21.0,1.0,17.0,8%,0%,15%,10%,85,Caffè Mocha (Without Whipped Cream),7.0,60.0,1.5,1.0,17.0,110.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,130,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),2% Milk,4,2.0,0.1,10.0,70.0,21.0,1.0,17.0,8%,0%,15%,10%,85,Caffè Mocha (Without Whipped Cream),6.0,70.0,4.0,1.0,17.0,130.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,110,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Soymilk,3.5,1.0,0.0,0.0,55.0,19.0,2.0,13.0,6%,0%,15%,20%,85,Caffè Mocha (Without Whipped Cream),6.0,55.0,3.5,2.0,13.0,110.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,170,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Tall Nonfat Milk,2,1.0,0.0,5.0,100.0,32.0,1.0,27.0,15%,0%,25%,20%,95,Caffè Mocha (Without Whipped Cream),10.0,100.0,2.0,1.0,27.0,170.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,200,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),2% Milk,6,3.5,0.1,20.0,115.0,32.0,1.0,26.0,15%,0%,25%,20%,95,Caffè Mocha (Without Whipped Cream),10.0,115.0,6.0,1.0,26.0,200.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,180,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Soymilk,5,1.5,0.0,0.0,85.0,28.0,2.0,20.0,10%,0%,25%,30%,95,Caffè Mocha (Without Whipped Cream),9.0,85.0,5.0,2.0,20.0,180.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,220,,,,,0.0,0.0,0.0,0.0,,,,,,13.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Grande Nonfat Milk,2.5,1.5,0.0,5.0,125.0,43.0,2.0,34.0,20%,0%,35%,25%,175,Caffè Mocha (Without Whipped Cream),13.0,125.0,2.5,2.0,34.0,220.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,260,,,,,0.0,0.0,0.0,0.0,,,,,,13.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),2% Milk,8,4.5,0.2,25.0,140.0,42.0,2.0,34.0,15%,2%,35%,25%,175,Caffè Mocha (Without Whipped Cream),13.0,140.0,8.0,2.0,34.0,260.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,230,,,,,0.0,0.0,0.0,0.0,,,,,,11.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Soymilk,7,2.0,0.0,0.0,105.0,37.0,3.0,26.0,10%,0%,35%,40%,175,Caffè Mocha (Without Whipped Cream),11.0,105.0,7.0,3.0,26.0,230.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,280,,,,,0.0,0.0,0.0,0.0,,,,,,17.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Venti Nonfat Milk,3,2.0,0.0,10.0,160.0,54.0,2.0,44.0,25%,0%,45%,30%,180,Caffè Mocha (Without Whipped Cream),17.0,160.0,3.0,2.0,44.0,280.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,340,,,,,0.0,0.0,0.0,0.0,,,,,,17.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),2% Milk,11,6.0,0.2,30.0,180.0,53.0,2.0,43.0,20%,2%,45%,30%,180,Caffè Mocha (Without Whipped Cream),17.0,180.0,11.0,2.0,43.0,340.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,290,,,,,0.0,0.0,0.0,0.0,,,,,,14.0,Classic Espresso Drinks,Caffè Mocha (Without Whipped Cream),Soymilk,9,2.5,0.0,0.0,140.0,47.0,4.0,33.0,15%,0%,45%,50%,180,Caffè Mocha (Without Whipped Cream),14.0,140.0,9.0,4.0,33.0,290.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Short Nonfat Milk,0.1,0.1,0.0,5.0,70.0,19.0,0.0,18.0,10%,0%,20%,0%,75,Vanilla Latte (Or Other Flavoured Latte),6.0,70.0,0.1,0.0,18.0,100.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,130,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),2% Milk,3.5,1.5,0.1,15.0,80.0,18.0,0.0,17.0,10%,0%,20%,0%,75,Vanilla Latte (Or Other Flavoured Latte),6.0,80.0,3.5,0.0,17.0,130.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,110,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Soymilk,2.5,0.3,0.0,0.0,60.0,16.0,1.0,13.0,6%,0%,20%,8%,75,Vanilla Latte (Or Other Flavoured Latte),5.0,60.0,2.5,1.0,13.0,110.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,150,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Tall Nonfat Milk,0.2,0.1,0.0,5.0,110.0,28.0,0.0,27.0,15%,0%,30%,0%,75,Vanilla Latte (Or Other Flavoured Latte),9.0,110.0,0.2,0.0,27.0,150.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,200,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),2% Milk,5,2.5,0.2,20.0,125.0,28.0,0.0,27.0,15%,0%,30%,0%,75,Vanilla Latte (Or Other Flavoured Latte),9.0,125.0,5.0,0.0,27.0,200.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,160,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Soymilk,4,0.5,0.0,0.0,95.0,23.0,1.0,20.0,10%,0%,30%,15%,75,Vanilla Latte (Or Other Flavoured Latte),7.0,95.0,4.0,1.0,20.0,160.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,200,,,,,0.0,0.0,0.0,0.0,,,,,,12.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Grande Nonfat Milk,0.3,0.2,0.0,5.0,140.0,37.0,0.0,35.0,20%,0%,35%,0%,150,Vanilla Latte (Or Other Flavoured Latte),12.0,140.0,0.3,0.0,35.0,200.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,250,,,,,0.0,0.0,0.0,0.0,,,,,,12.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),2% Milk,6,3.5,0.2,25.0,150.0,37.0,0.0,35.0,20%,2%,35%,0%,150,Vanilla Latte (Or Other Flavoured Latte),12.0,150.0,6.0,0.0,35.0,250.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,210,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Soymilk,5,0.5,0.0,0.0,120.0,31.0,1.0,26.0,10%,0%,35%,15%,150,Vanilla Latte (Or Other Flavoured Latte),9.0,120.0,5.0,1.0,26.0,210.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,250,,,,,0.0,0.0,0.0,0.0,,,,,,15.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Venti Nonfat Milk,0.3,0.2,0.0,10.0,180.0,47.0,0.0,45.0,25%,0%,50%,0%,150,Vanilla Latte (Or Other Flavoured Latte),15.0,180.0,0.3,0.0,45.0,250.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,320,,,,,0.0,0.0,0.0,0.0,,,,,,15.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),2% Milk,9,4.5,0.3,35.0,200.0,46.0,0.0,44.0,25%,2%,45%,0%,150,Vanilla Latte (Or Other Flavoured Latte),15.0,200.0,9.0,0.0,44.0,320.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,270,,,,,0.0,0.0,0.0,0.0,,,,,,12.0,Classic Espresso Drinks,Vanilla Latte (Or Other Flavoured Latte),Soymilk,7,1.0,0.0,0.0,160.0,39.0,2.0,33.0,15%,0%,45%,20%,150,Vanilla Latte (Or Other Flavoured Latte),12.0,160.0,7.0,2.0,33.0,270.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5,,,,,0.0,0.0,0.0,0.0,,,,,,0.4,Classic Espresso Drinks,Caffè Americano,Short,0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0%,0%,0%,0%,75,Caffè Americano,0.4,5.0,0.0,0.0,0.0,5.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10,,,,,0.0,0.0,0.0,0.0,,,,,,1.0,Classic Espresso Drinks,Caffè Americano,Tall,0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0%,0%,2%,0%,150,Caffè Americano,1.0,10.0,0.0,0.0,0.0,10.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,15,,,,,0.0,0.0,0.0,0.0,,,,,,1.0,Classic Espresso Drinks,Caffè Americano,Grande,0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0%,0%,2%,0%,225,Caffè Americano,1.0,15.0,0.0,0.0,0.0,15.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,25,,,,,0.0,0.0,0.0,0.0,,,,,,1.0,Classic Espresso Drinks,Caffè Americano,Venti,0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0%,0%,2%,0%,300,Caffè Americano,1.0,15.0,0.0,0.0,0.0,25.0
